dataset,probe_id,loss_accuracy_min,loss_accuracy_max,loss_accuracy_range_pp,loss_accuracy_min_rule,loss_accuracy_max_rule,combined_accuracy_min,combined_accuracy_max,combined_accuracy_range_pp,combined_accuracy_min_rule,combined_accuracy_max_rule,loss_drop_min,loss_drop_max,loss_drop_range_pp,loss_drop_min_rule,loss_drop_max_rule,combined_drop_min,combined_drop_max,combined_drop_range_pp,combined_drop_min_rule,combined_drop_max_rule,interaction_min,interaction_max,interaction_range_pp,interaction_min_rule,interaction_max_rule,pbj_residual_min,pbj_residual_max,pbj_residual_range_pp,pbj_residual_min_rule,pbj_residual_max_rule
stemnist,stemnist_paper_scnn_clean,0.8648023653906006,0.8653190164954871,0.0516651104886523,fixed_random_priority,fixed_index,0.8562682850918145,0.8563709928415811,0.010270774976661734,fixed_index,fixed_random_priority,0.08434484905072519,0.13600995953936637,0.05166511048864118,fixed_index,fixed_random_priority,0.9791472144413264,0.9894179894179881,0.010270774976661734,fixed_random_priority,fixed_index,-0.08527855586679307,-0.023342670401490146,0.06193588546530293,fixed_index,fixed_random_priority,-0.0003112356053547316,0.009959539371307002,0.010270774976661734,fixed_random_priority,fixed_index
stemnist,stemnist_tcn_large_clean,0.9170837223778401,0.9174509803921569,0.036725801431680694,fixed_index,fixed_random_priority,0.8594833488951137,0.860666044195456,0.1182695300342318,fixed_index,minimum_proposed_displacement,-0.0056022408963666654,0.031123560535314027,0.036725801431680694,fixed_random_priority,fixed_index,5.672891378773726,5.79116090880796,0.11826953003423402,minimum_proposed_displacement,fixed_index,-0.2654839713663278,-0.15655150949267135,0.10893246187365643,fixed_random_priority,minimum_proposed_displacement,-0.027699968876445286,0.0905695611577902,0.11826953003423549,minimum_proposed_displacement,fixed_index

