dataset,probe_id,clean_participant_macro_mean,clean_participant_macro_sd,participant_macro_r95_mean,participant_macro_r95_sd,participant_macro_drop_r95_pp_mean,participant_macro_drop_r95_pp_sd,participant_macro_r90_mean,participant_macro_r90_sd,participant_macro_drop_r90_pp_mean,participant_macro_drop_r90_pp_sd,participant_macro_r85_mean,participant_macro_r85_sd,participant_macro_drop_r85_pp_mean,participant_macro_drop_r85_pp_sd
stemnist,stemnist_paper_scnn_clean,0.8661624649859944,0.003767793351816181,0.8652007469654528,0.0019624509390274163,0.09617180205415687,0.19247047387274505,0.86250233426704,0.003868623519688093,0.3660130718954213,0.04562760680811857,0.8588048552754435,0.003648165908435547,0.7357609710550809,0.09805255344781143
stemnist,stemnist_tcn_large_clean,0.9173949579831931,0.0016743578861488195,0.9170121381886087,0.0027077336681320266,0.03828197945845065,0.12049159966938824,0.9146965452847805,0.003195283331445603,0.2698412698412718,0.1570959983794412,0.9118020541549954,0.002283271153614769,0.5592903828197918,0.07273929674532642

